epoch,train_loss,train_ce_loss,train_normalized_event_regularizer,validation_accuracy,learning_rate,elapsed_seconds
1,1.6744574175921354,1.6548947838002985,0.19562626734213395,85.62,0.001,9.226475199975539
2,0.5041719393470071,0.4652015383200212,0.3897040103565563,90.96,0.001,8.95564880000893
3,0.3929654377330433,0.35521929132288155,0.3774614555532282,92.24,0.001,8.82075040001655
4,0.3510155038313432,0.3138757686008107,0.37139735394824636,92.96,0.001,8.75415220001014
5,0.32548081780346955,0.28932837677001955,0.3615244170665741,93.12,0.001,8.745440199971199
6,0.30891016277833416,0.2736632314075123,0.3524693185329437,93.72,0.001,8.932620999985375
7,0.2945790449142456,0.2601095431696285,0.34469501360546456,94.12,0.001,8.895542700018268
8,0.28360481535304677,0.24971629622416064,0.3388851924636147,93.6,0.001,8.097715199983213
9,0.2767939857006073,0.24315277103944258,0.3364121449253776,94.12,0.001,7.19019340001978
10,0.26990302309773184,0.23655071591680701,0.3335230651725422,94.0,0.001,9.009221600019373
11,0.2603502435510809,0.22710948672294617,0.3324075706915422,94.34,0.0003,8.840232799993828
12,0.2568652435129339,0.22376729454560712,0.33097947723215276,94.22,0.0003,8.947886699985247
13,0.2552329947731712,0.22215818005691876,0.33074814242449674,94.32,0.0003,8.918827199959196
14,0.2533435611009598,0.22029911795095963,0.33044441859938883,94.32,0.0003,9.027668400027324
15,0.2515840590888804,0.21861804884563793,0.3296600908019326,94.52,0.0003,8.887074500031304
16,0.25061648401347075,0.2177676422249187,0.328488407533819,94.64,0.0003,9.01333169999998
17,0.2493957379471172,0.2166293802174655,0.32766356143951414,94.46,0.0003,8.899115499982145
18,0.2465836813883348,0.21382780686075037,0.3275587351755662,94.68,0.0003,8.982029100006912
19,0.24547103150324387,0.21283473136641762,0.326362995819612,94.54,0.0003,8.934208200022113
20,0.24489939975521782,0.21225277384844693,0.32646624517007305,94.56,0.0003,7.31374670000514
